Číslo;Název;Pořadové číslo;Příjmení, jméno;Tituly;Věk;Navrhující strana;Politická příslušnost;Hlasy abs.;Hlasy v %;Pořadí zvolení/náhradníka;Mandát;Rok
2;Občanská demokratická strana;38;Procházková Eva;;63;ODS;ODS;8559;2.11;20;False;2002
5;Sdružení nezávislých;13;Procházková Světlana;Ing.;40;SNK ED;BEZPP;2933;2.27;9;False;2002
4;Česká str.sociálně demokrat.;3;Průcha Josef;JUDr.;61;ČSSD;ČSSD;4400;2.53;3;True;2002
1;Unie svobody-Demokratická unie;22;Průša Jiří;;55;US-DEU;US-DEU;1214;2.05;20;False;2002
10;Strana za životní jistoty a NK;27;Rachač Jan;;55;NK;BEZPP;297;1.83;0;False;2002
5;Sdružení nezávislých;30;Rajnoha Martin;;29;SNK ED;BEZPP;2582;1.99;25;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;36;Reitinger Petr;Ing.;42;KDU-ČSL;KDU-ČSL;2804;2.0;30;False;2002
2;Občanská demokratická strana;39;Roytová Eva;Ing.;30;ODS;ODS;8629;2.13;21;False;2002
4;Česká str.sociálně demokrat.;6;Rýpar Zbyněk;;31;ČSSD;ČSSD;4186;2.41;1;False;2002
1;Unie svobody-Demokratická unie;24;Řídelová Dana;;46;US-DEU;BEZPP;1189;2.01;22;False;2002
5;Sdružení nezávislých;35;Říha Pavel;Ing.;46;SNK ED;BEZPP;2605;2.01;30;False;2002
5;Sdružení nezávislých;5;Sabáček Václav;Ing. MBA;47;SNK ED;SNK ED;3161;2.44;6;False;2002
2;Občanská demokratická strana;17;Scheicher Daniel;;29;ODS;ODS;9077;2.24;17;True;2002
1;Unie svobody-Demokratická unie;43;Schenbauer Radek;;28;US-DEU;BEZPP;970;1.64;41;False;2002
9;Komunistická str.Čech a Moravy;29;Schmidtmayerová Marta;;57;KSČM;KSČM;3887;2.17;22;False;2002
10;Strana za životní jistoty a NK;18;Schuhmann Josef;;34;NK;BEZPP;299;1.85;0;False;2002
1;Unie svobody-Demokratická unie;26;Schusterová Pavlína;;28;US-DEU;SZ;1185;2.0;24;False;2002
4;Česká str.sociálně demokrat.;22;Simotová Marie;;53;ČSSD;ČSSD;3930;2.26;16;False;2002
4;Česká str.sociálně demokrat.;4;Singer Jan;Ing. CSc.;60;ČSSD;ČSSD;4262;2.45;7;True;2002
1;Unie svobody-Demokratická unie;28;Sláma Jiří;Mgr.;36;US-DEU;US-DEU;1260;2.13;26;False;2002
4;Česká str.sociálně demokrat.;41;Slepička Václav;;61;ČSSD;ČSSD;3307;1.9;34;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;23;Smolková Dana;Ing.;49;KDU-ČSL;KDU-ČSL;3025;2.16;17;False;2002
5;Sdružení nezávislých;2;Smrčka Vladislav;MUDr.;49;SNK ED;SNK ED;4728;3.66;2;True;2002
5;Sdružení nezávislých;12;Smržová Helena;;36;SNK ED;BEZPP;3019;2.33;8;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;29;Smutný Josef;;53;KDU-ČSL;BEZPP;2897;2.07;23;False;2002
3;Liga pro město;20;Srdečná Věra;;27;SOS;BEZPP;1216;2.12;0;False;2002
2;Občanská demokratická strana;30;Stašek Bohumil;Ing.;75;ODS;ODS;8820;2.17;12;False;2002
10;Strana za životní jistoty a NK;1;Stierandová Alice;;37;SŽJ;SŽJ;787;4.87;0;False;2002
5;Sdružení nezávislých;27;Stránský Pavel;;50;SNK ED;SNK ED;2583;2.0;22;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;15;Strejc Pavel;MUDr.;42;KDU-ČSL;KDU-ČSL;3305;2.36;10;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;41;Strejcová Františka;;74;KDU-ČSL;KDU-ČSL;2581;1.84;35;False;2002
3;Liga pro město;18;Strouhal Tomáš;Bc.;28;ČSNS;BEZPP;1249;2.18;0;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;26;Střeleček Jan;MUDr.;68;KDU-ČSL;KDU-ČSL;3223;2.3;20;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;19;Stupka Petr;;46;KDU-ČSL;BEZPP;3065;2.19;13;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;11;Sukdol Pavel;Ing.;33;KDU-ČSL;KDU-ČSL;3118;2.23;6;False;2002
3;Liga pro město;24;Svačinová Věra;;54;ČSNS;BEZPP;1095;1.91;0;False;2002
2;Občanská demokratická strana;14;Svoboda Jan;;21;ODS;ODS;9113;2.25;14;True;2002
5;Sdružení nezávislých;14;Svoboda Jiří;Ing.;42;SNK ED;BEZPP;2855;2.21;10;False;2002
4;Česká str.sociálně demokrat.;35;Svoboda Václav;;54;ČSSD;ČSSD;3636;2.09;28;False;2002
10;Strana za životní jistoty a NK;37;Svobodová Ludmila;;43;NK;BEZPP;323;2.0;0;False;2002
10;Strana za životní jistoty a NK;26;Sýkora Luboš;;24;NK;BEZPP;308;1.9;0;False;2002
4;Česká str.sociálně demokrat.;8;Sýkorová Helena;;62;ČSSD;ČSSD;4003;2.3;3;False;2002
4;Česká str.sociálně demokrat.;16;Sýkorová Jaroslava;;47;ČSSD;ČSSD;3950;2.27;10;False;2002
3;Liga pro město;15;Syrovátka Milan;;54;ČSNS;ČSNS;1205;2.1;0;False;2002
3;Liga pro město;39;Syrovátková Monika;;27;ČSNS;BEZPP;998;1.74;0;False;2002
10;Strana za životní jistoty a NK;43;Sztehnejová Silvie;;55;NK;BEZPP;249;1.54;0;False;2002
5;Sdružení nezávislých;17;Šalek Jan;;51;SNK ED;BEZPP;2765;2.14;12;False;2002
3;Liga pro město;26;Šebestík Oldřich;;43;SOS;BEZPP;1081;1.88;0;False;2002
9;Komunistická str.Čech a Moravy;21;Šejba Jan;;32;KSČM;BEZPP;3999;2.23;14;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;22;Šesták Zdeněk;;38;KDU-ČSL;KDU-ČSL;2971;2.12;16;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;6;Šimek Miroslav;Ing.;36;KDU-ČSL;KDU-ČSL;3330;2.38;3;False;2002
4;Česká str.sociálně demokrat.;34;Šimon Miloslav;;80;ČSSD;ČSSD;3587;2.06;27;False;2002
5;Sdružení nezávislých;42;Šinfelt Jaroslav;;59;SNK ED;BEZPP;2300;1.78;37;False;2002
1;Unie svobody-Demokratická unie;7;Šírek Milan;Ing.;49;US-DEU;US-DEU;1449;2.45;8;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;18;Šišolák Milan;JUDr.;40;KDU-ČSL;KDU-ČSL;3047;2.18;12;False;2002
5;Sdružení nezávislých;39;Škopová Bohuslava;;47;SNK ED;BEZPP;2390;1.85;34;False;2002
9;Komunistická str.Čech a Moravy;27;Šlahúnek Pavel;Ing.;50;KSČM;BEZPP;3931;2.2;20;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;39;Šlechta Jaroslav;Ing.;69;KDU-ČSL;KDU-ČSL;2672;1.91;33;False;2002
1;Unie svobody-Demokratická unie;9;Šlechta Vladimír;Ing.;42;US-DEU;US-DEU;1430;2.42;10;False;2002
3;Liga pro město;28;Šober Jaroslav;;46;ČSNS;BEZPP;1103;1.92;0;False;2002
9;Komunistická str.Čech a Moravy;6;Šperger Gustav;;57;KSČM;BEZPP;4204;2.35;6;True;2002
2;Občanská demokratická strana;5;Špika Jan;Ing.;52;ODS;ODS;9394;2.31;6;True;2002
2;Občanská demokratická strana;20;Šporclová Jaroslava;Mgr.;59;ODS;ODS;9116;2.25;2;False;2002
1;Unie svobody-Demokratická unie;19;Šrámek Vladimír;;47;US-DEU;US-DEU;1218;2.06;17;False;2002
4;Česká str.sociálně demokrat.;43;Štark Jan;;70;ČSSD;ČSSD;3003;1.73;36;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;44;Štarková Hana;;42;KDU-ČSL;BEZPP;2515;1.8;38;False;2002
1;Unie svobody-Demokratická unie;42;Šteflová Edita;;25;US-DEU;BEZPP;959;1.62;40;False;2002
5;Sdružení nezávislých;24;Štěch Pavel;;32;SNK ED;BEZPP;2635;2.04;19;False;2002
10;Strana za životní jistoty a NK;21;Štrach Zdeněk;Ing.;40;NK;BEZPP;343;2.12;0;False;2002
1;Unie svobody-Demokratická unie;20;Švehlová Ivona;;28;US-DEU;BEZPP;1254;2.12;18;False;2002
2;Občanská demokratická strana;21;Švestka Vlastimil;Ing.;58;ODS;ODS;9044;2.23;3;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;17;Talíř Jaromír;Ing.;52;KDU-ČSL;KDU-ČSL;3785;2.71;4;True;2002
5;Sdružení nezávislých;44;Täuber Jiří;;44;SNK ED;BEZPP;2213;1.71;39;False;2002
9;Komunistická str.Čech a Moravy;32;Tauerová Marie;;59;KSČM;BEZPP;3887;2.17;25;False;2002
9;Komunistická str.Čech a Moravy;3;Tekel Ivan;Ing.;36;KSČM;BEZPP;4256;2.38;3;True;2002
8;Křesť.demokr.unie-Čs.str.lid.;1;Tetter Miroslav;Doc. RNDr. CSc.;64;KDU-ČSL;KDU-ČSL;5548;3.97;1;True;2002
5;Sdružení nezávislých;37;Thér Radek;Ing. Ph. D.;28;SNK ED;SNK ED;2484;1.92;32;False;2002
2;Občanská demokratická strana;1;Thoma Juraj;Mgr.;33;ODS;ODS;10134;2.5;2;True;2002
4;Česká str.sociálně demokrat.;36;Tomka Jaromír;;65;ČSSD;ČSSD;3531;2.03;29;False;2002
6;Strana občanského porozumění;4;Tomková Jaroslava;;45;SOP;BEZPP;154;8.2;0;False;2002
3;Liga pro město;3;Trdla Aleš;;38;ČSNS;BEZPP;1671;2.91;0;False;2002
3;Liga pro město;42;Trost Jiří;;26;ČSNS;BEZPP;947;1.65;0;False;2002
3;Liga pro město;21;Trostová Jana;;46;ČSNS;BEZPP;1131;1.97;0;False;2002
9;Komunistická str.Čech a Moravy;40;Turnovský František;;71;KSČM;KSČM;3773;2.11;33;False;2002
5;Sdružení nezávislých;43;Tušl Karel;;37;SNK ED;BEZPP;2258;1.74;38;False;2002
2;Občanská demokratická strana;33;Tvrdek Vladimír;Ing.;40;ODS;ODS;8852;2.18;15;False;2002
3;Liga pro město;1;Urbancová Hana;Ing. arch.;47;VPM;VPM;2758;4.81;0;False;2002
4;Česká str.sociálně demokrat.;39;Vagnerová Jaroslava;;81;ČSSD;ČSSD;3388;1.95;32;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;20;Valha František;MUDr.;55;KDU-ČSL;KDU-ČSL;3278;2.34;14;False;2002
4;Česká str.sociálně demokrat.;25;Valíček Vladimír;;55;ČSSD;ČSSD;3777;2.17;18;False;2002
3;Liga pro město;10;Vallová Jana;Ing.;29;SOS;SOS;1320;2.3;0;False;2002
9;Komunistická str.Čech a Moravy;37;Vaněk Jan;;68;KSČM;KSČM;3833;2.14;30;False;2002
1;Unie svobody-Demokratická unie;27;Vávra Petr;Ing.;49;US-DEU;US-DEU;1162;1.96;25;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;12;Vazačová Marcela;;41;KDU-ČSL;KDU-ČSL;3052;2.18;7;False;2002
4;Česká str.sociálně demokrat.;10;Vejvoda Jiří;;64;ČSSD;ČSSD;3942;2.27;5;False;2002
9;Komunistická str.Čech a Moravy;17;Veverková Marie;;52;KSČM;KSČM;4009;2.24;10;False;2002
9;Komunistická str.Čech a Moravy;33;Vícha Bedřich;;66;KSČM;KSČM;3857;2.15;26;False;2002
1;Unie svobody-Demokratická unie;25;Vítek Vojtěch;;45;US-DEU;US-DEU;1236;2.09;23;False;2002
4;Česká str.sociálně demokrat.;18;Vítová Věra;Ing.;81;ČSSD;ČSSD;3829;2.2;12;False;2002
9;Komunistická str.Čech a Moravy;36;Vítů Václav;;68;KSČM;KSČM;3837;2.14;29;False;2002
1;Unie svobody-Demokratická unie;40;Vlachová Silvia;;77;US-DEU;US-DEU;1026;1.73;38;False;2002
9;Komunistická str.Čech a Moravy;28;Vlášek Bohuslav;;51;KSČM;BEZPP;3904;2.18;21;False;2002
2;Občanská demokratická strana;29;Vlčková Alena;;69;ODS;ODS;8822;2.17;11;False;2002
4;Česká str.sociálně demokrat.;32;Voců Jaromír;;32;ČSSD;ČSSD;3726;2.14;25;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;2;Vodička Rudolf;Mgr.;42;KDU-ČSL;KDU-ČSL;4151;2.97;2;True;2002
3;Liga pro město;34;Vojč Robert;;31;ČSNS;BEZPP;1056;1.84;0;False;2002
5;Sdružení nezávislých;19;Volf Miloslav;;52;SNK ED;SNK ED;2671;2.06;14;False;2002
5;Sdružení nezávislých;7;Volfová Vlasta;Ing.;47;SNK ED;BEZPP;3237;2.5;4;False;2002
10;Strana za životní jistoty a NK;29;Volšický Jiří;Ing.;50;NK;BEZPP;354;2.19;0;False;2002
2;Občanská demokratická strana;22;Vonášek Ladislav;Ing.;66;ODS;ODS;9105;2.24;4;False;2002
6;Strana občanského porozumění;8;Vorlová Alena;;22;SOP;BEZPP;116;6.18;0;False;2002
3;Liga pro město;32;Vranovská Martina;;18;VPM;BEZPP;1108;1.93;0;False;2002
4;Česká str.sociálně demokrat.;12;Vrchotová Věra;Ing.;45;ČSSD;ČSSD;4113;2.37;6;False;2002
4;Česká str.sociálně demokrat.;44;Vychodil Emanuel;Mgr.;51;ČSSD;ČSSD;3047;1.75;37;False;2002
2;Občanská demokratická strana;3;Vystrčilová Zuzana;MUDr.;50;ODS;ODS;9680;2.39;4;True;2002
1;Unie svobody-Demokratická unie;3;Warisch Vladimír;Ing.;43;US-DEU;US-DEU;1940;3.28;2;False;2002
1;Unie svobody-Demokratická unie;12;Weiss Jindřich;Ing.;46;US-DEU;SZ;1487;2.52;7;False;2002
1;Unie svobody-Demokratická unie;21;Wernhart Zdeněk;;26;US-DEU;US-DEU;1218;2.06;19;False;2002
10;Strana za životní jistoty a NK;4;Zábranský Vladimír;;52;NK;BEZPP;551;3.41;0;False;2002
2;Občanská demokratická strana;44;Zahořík Pavel;;34;ODS;ODS;7808;1.92;26;False;2002
2;Občanská demokratická strana;11;Zahradník Jan;RNDr.;53;ODS;ODS;10789;2.66;1;True;2002
10;Strana za životní jistoty a NK;32;Zajac Dušan;;45;NK;BEZPP;253;1.56;0;False;2002
4;Česká str.sociálně demokrat.;21;Zdvihal Vladimír;Ing. arch.;53;ČSSD;ČSSD;4026;2.32;15;False;2002
2;Občanská demokratická strana;41;Zelenka Zdeněk;;45;ODS;ODS;8397;2.07;23;False;2002
5;Sdružení nezávislých;23;Zeman Jaromír;;50;SNK ED;SNK ED;2652;2.05;18;False;2002
2;Občanská demokratická strana;19;Ziegler Karel;Ing.;54;ODS;ODS;9056;2.23;1;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;14;Zichová Hana;MUDr.;75;KDU-ČSL;BEZPP;2946;2.11;9;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;31;Zimmel Vilém;;32;KDU-ČSL;KDU-ČSL;2844;2.03;25;False;2002
8;Křesť.demokr.unie-Čs.str.lid.;9;Žižka Jiří;Ing.;50;KDU-ČSL;KDU-ČSL;3222;2.3;5;False;2002
4;Komunistická str.Čech a Moravy;34;Aubrecht Václav;;56;KSČM;KSČM;3271;2.18;28;False;2006
6;Zelení a otevřená společnost;20;Balounová Zuzana;RNDr.;52;SZ;BEZPP;1918;2.23;17;False;2006
5;Občanská demokratická strana;40;Bartoň Marek;Bc.;29;ODS;ODS;11386;2.14;17;False;2006
6;Zelení a otevřená společnost;10;Bartoš Michael;Ing. CSc.;52;SOS;BEZPP;2145;2.5;8;False;2006
6;Zelení a otevřená společnost;7;Bazalová Eva;;43;SOS;SOS;1936;2.25;9;False;2006
3;SNK Evropští demokraté;2;Bednářová Petra;Ing. Ph.D.;33;SNK ED;SNK ED;1841;2.95;4;False;2006
4;Komunistická str.Čech a Moravy;30;Bendík Karel;;69;KSČM;KSČM;3272;2.18;24;False;2006
8;Křesť.demokr.unie-Čs.str.lid.;3;Bezecný Zdeněk;Mgr. Ph.D.;34;KDU-ČSL;KDU-ČSL;2505;2.62;2;False;2006
5;Občanská demokratická strana;12;Bína Miroslav;Mgr.;29;ODS;ODS;12092;2.27;12;True;2006
3;SNK Evropští demokraté;42;Bínová Zdeňka;;76;SNK ED;BEZPP;1029;1.64;40;False;2006
1;Nezávislí pro lidi, pro město;4;Blažková Alena;;54;NK;BEZPP;1038;2.67;0;False;2006
7;Česká str.sociálně demokrat.;15;Bohdalová Vlasta;Mgr.;49;ČSSD;ČSSD;4403;2.42;8;False;2006
4;Komunistická str.Čech a Moravy;41;Böhm Jan;;74;KSČM;KSČM;3181;2.12;35;False;2006
5;Občanská demokratická strana;4;Boško Jan;Ing.;50;ODS;ODS;12081;2.27;5;True;2006
5;Občanská demokratická strana;22;Božoň Pavel;Mgr.;29;ODS;ODS;11854;2.23;22;True;2006
8;Křesť.demokr.unie-Čs.str.lid.;38;Brabec Lubomír;;57;KDU-ČSL;KDU-ČSL;1882;1.97;34;False;2006
4;Komunistická str.Čech a Moravy;1;Braný Petr;RSDr.;55;KSČM;KSČM;3704;2.47;1;True;2006
6;Zelení a otevřená společnost;44;Brejcha Tomáš;;28;SZ;BEZPP;1488;1.73;41;False;2006
8;Křesť.demokr.unie-Čs.str.lid.;19;Brichcín Roman;;47;KDU-ČSL;BEZPP;2168;2.27;16;False;2006
5;Občanská demokratická strana;41;Brodská Jitka;Ing.;40;ODS;ODS;11254;2.12;18;False;2006
5;Občanská demokratická strana;17;Brůha Vladimír;Ing.;44;ODS;ODS;11981;2.25;17;True;2006
6;Zelení a otevřená společnost;40;Bubeníková Emilie;;42;SZ;BEZPP;1636;1.9;37;False;2006
7;Česká str.sociálně demokrat.;13;Burda Pavel;MUDr.;39;ČSSD;ČSSD;4357;2.4;6;False;2006
7;Česká str.sociálně demokrat.;21;Bureš Roman;Ing.;44;ČSSD;ČSSD;4079;2.25;14;False;2006
6;Zelení a otevřená společnost;14;Burešová Eva;Ing.;42;SOS;BEZPP;2171;2.53;5;False;2006
6;Zelení a otevřená společnost;37;Bursík Martin;;21;SOS;BEZPP;1693;1.97;34;False;2006
6;Zelení a otevřená společnost;45;Cepák Josef;Mgr.;56;SOS;BEZPP;1670;1.94;42;False;2006
3;SNK Evropští demokraté;22;Cibuzar Milan;;51;SNK ED;BEZPP;1256;2.01;20;False;2006
1;Nezávislí pro lidi, pro město;11;Cipínová Marie;;51;NK;BEZPP;913;2.34;0;False;2006
7;Česká str.sociálně demokrat.;24;Čadek Jan;;71;ČSSD;ČSSD;3990;2.2;17;False;2006
3;SNK Evropští demokraté;32;Čech František;;56;SNK ED;BEZPP;1333;2.13;30;False;2006
3;SNK Evropští demokraté;24;Čejka Jiří;Ing.;33;SNK ED;SNK ED;1325;2.12;22;False;2006
8;Křesť.demokr.unie-Čs.str.lid.;2;Čermák Luděk;Ing.;40;KDU-ČSL;KDU-ČSL;2545;2.67;1;False;2006
8;Křesť.demokr.unie-Čs.str.lid.;11;Čermáková Michaela;Mgr.;47;KDU-ČSL;BEZPP;2388;2.5;4;False;2006
5;Občanská demokratická strana;39;Červinková Jana;;42;ODS;ODS;11432;2.15;16;False;2006
6;Zelení a otevřená společnost;2;Čítek Jindřich;Doc. Ing. CSc.;47;SZ;SZ;2488;2.9;3;True;2006
1;Nezávislí pro lidi, pro město;3;Daněk Petr;DiS;39;NK;BEZPP;1219;3.13;0;False;2006
6;Zelení a otevřená společnost;43;Drnec Milan;;70;SOS;BEZPP;1464;1.7;40;False;2006
3;SNK Evropští demokraté;25;Dvořák František;;49;SNK ED;SNK ED;1213;1.94;23;False;2006
4;Komunistická str.Čech a Moravy;16;Dvořák Ivan;RSDr.;55;KSČM;KSČM;3360;2.24;10;False;2006
7;Česká str.sociálně demokrat.;14;Filip Jiří;Mgr.;31;ČSSD;ČSSD;4223;2.33;7;False;2006
1;Nezávislí pro lidi, pro město;19;Filipová Hana;;28;NK;BEZPP;847;2.17;0;False;2006
8;Křesť.demokr.unie-Čs.str.lid.;25;Fořtl Karel;JUDr.;48;KDU-ČSL;BEZPP;2069;2.17;21;False;2006
3;SNK Evropští demokraté;13;Franc Pavel;;73;SNK ED;SNK ED;1244;1.99;11;False;2006
1;Nezávislí pro lidi, pro město;29;Fuka Robert;;41;NEZ/DEM;BEZPP;766;1.97;0;False;2006
4;Komunistická str.Čech a Moravy;2;Gazdová Eva;;24;KSČM;BEZPP;3533;2.36;2;True;2006
6;Zelení a otevřená společnost;16;Gažiová Jana;Mgr.;34;SZ;BEZPP;1847;2.15;13;False;2006
3;SNK Evropští demokraté;45;Geršl Josef;ak.mal.;53;SNK ED;BEZPP;1025;1.64;43;False;2006
3;SNK Evropští demokraté;17;Geršlová Alena;PhDr.;48;SNK ED;BEZPP;1452;2.32;15;False;2006
6;Zelení a otevřená společnost;19;Grus Michal;Mgr.;30;SZ;SZ;1835;2.14;16;False;2006
7;Česká str.sociálně demokrat.;29;Gűklhornová Květa;;86;ČSSD;ČSSD;3953;2.18;22;False;2006
5;Občanská demokratická strana;29;Gyepes Michal;;40;ODS;ODS;11776;2.21;6;False;2006
5;Občanská demokratická strana;43;Haišman Pavel;;24;ODS;ODS;10899;2.05;20;False;2006
6;Zelení a otevřená společnost;30;Hájek Ondřej;;39;SOS;BEZPP;1789;2.08;27;False;2006
7;Česká str.sociálně demokrat.;7;Hajerová Eva;;48;ČSSD;ČSSD;4305;2.37;7;True;2006
3;SNK Evropští demokraté;6;Hajn Ivo;PhDr.;42;SNK ED;BEZPP;1707;2.73;5;False;2006
6;Zelení a otevřená společnost;24;Hálková Andrea;;22;SOS;BEZPP;1794;2.09;21;False;2006
6;Zelení a otevřená společnost;39;Hanuschová Marcela;;55;SZ;BEZPP;1671;1.94;36;False;2006
7;Česká str.sociálně demokrat.;25;Havlíková Marie;;53;ČSSD;ČSSD;4004;2.2;18;False;2006
5;Občanská demokratická strana;32;Hlaváč Jaroslav;;65;ODS;ODS;11653;2.19;9;False;2006
3;SNK Evropští demokraté;10;Hlaváč Josef;Ing.;61;SNK ED;SNK ED;1296;2.07;8;False;2006
6;Zelení a otevřená společnost;9;Hlaváčková Věra;;41;SZ;BEZPP;2164;2.52;6;False;2006
7;Česká str.sociálně demokrat.;33;Hloušek Alois;Ing. arch.;75;ČSSD;ČSSD;3925;2.16;26;False;2006
7;Česká str.sociálně demokrat.;9;Hodina Jaroslav;Ing.;48;ČSSD;ČSSD;4253;2.34;2;False;2006
3;SNK Evropští demokraté;18;Hofmann Marek;;36;SNK ED;SNK ED;1271;2.03;16;False;2006
6;Zelení a otevřená společnost;32;Homolková Štěpánka;;34;SZ;BEZPP;1731;2.01;29;False;2006
5;Občanská demokratická strana;37;Horký Jan;;48;ODS;ODS;11573;2.18;14;False;2006
6;Zelení a otevřená společnost;12;Horská Věra;MUDr.;48;SZ;BEZPP;2043;2.38;11;False;2006
7;Česká str.sociálně demokrat.;26;Hovorka Ladislav;Ing.;65;ČSSD;ČSSD;4026;2.22;19;False;2006
7;Česká str.sociálně demokrat.;18;Hovorková Ivana;;30;ČSSD;ČSSD;4123;2.27;11;False;2006
4;Komunistická str.Čech a Moravy;7;Hrdý Jan;;61;KSČM;KSČM;3465;2.31;1;False;2006
3;SNK Evropští demokraté;11;Hynková Alena;Ing. CSc.;65;SNK ED;SNK ED;1389;2.22;9;False;2006
3;SNK Evropští demokraté;9;Cháb Bohuslav;Mgr.;66;SNK ED;BEZPP;1890;3.03;3;False;2006
1;Nezávislí pro lidi, pro město;8;Chmelař Jan;Ing.;54;NK;BEZPP;1089;2.8;0;False;2006
1;Nezávislí pro lidi, pro město;14;Chromý Karel;;44;NK;BEZPP;891;2.29;0;False;2006
1;Nezávislí pro lidi, pro město;27;Chromý Karel;;21;NEZ/DEM;BEZPP;799;2.05;0;False;2006
5;Občanská demokratická strana;36;Iliev Vladimír;Mgr.;62;ODS;ODS;11535;2.17;13;False;2006
8;Křesť.demokr.unie-Čs.str.lid.;36;Janoušek Pavel;Mgr.;27;KDU-ČSL;BEZPP;1932;2.02;32;False;2006
8;Křesť.demokr.unie-Čs.str.lid.;30;Janoušek Petr;;53;KDU-ČSL;KDU-ČSL;1938;2.03;26;False;2006
5;Občanská demokratická strana;3;Jelen František;;44;ODS;ODS;12032;2.26;4;True;2006
8;Křesť.demokr.unie-Čs.str.lid.;20;Jelínková Hana;;67;KDU-ČSL;KDU-ČSL;1958;2.05;17;False;2006
7;Česká str.sociálně demokrat.;4;Joch Miroslav;Ing.;29;ČSSD;ČSSD;4273;2.35;4;True;2006
6;Zelení a otevřená společnost;25;Joura Roman;;37;SZ;SZ;1794;2.09;22;False;2006
1;Nezávislí pro lidi, pro město;45;Juraňová Božena;;62;NK;BEZPP;566;1.45;0;False;2006
5;Občanská demokratická strana;6;Kábele Břetislav;Ing.;45;ODS;ODS;12154;2.28;7;True;2006
8;Křesť.demokr.unie-Čs.str.lid.;7;Kadlec Jan;Ing.;49;KDU-ČSL;KDU-ČSL;2251;2.36;7;False;2006
5;Občanská demokratická strana;20;Kadlec Milan;;54;ODS;ODS;11864;2.23;20;True;2006
1;Nezávislí pro lidi, pro město;17;Kadlec Zdeněk;;45;NK;BEZPP;825;2.12;0;False;2006
1;Nezávislí pro lidi, pro město;34;Kadlecová Dagmar;;25;NK;BEZPP;755;1.94;0;False;2006
1;Nezávislí pro lidi, pro město;9;Kadounová Dana;;43;NEZ/DEM;BEZPP;933;2.4;0;False;2006
3;SNK Evropští demokraté;40;Kakeš Zbyněk;;50;SNK ED;BEZPP;1128;1.8;38;False;2006
4;Komunistická str.Čech a Moravy;8;Kaljandra Martin;Bc.;22;KSČM;KSČM;3429;2.29;2;False;2006
1;Nezávislí pro lidi, pro město;6;Kamiš Petr;Bc.;34;NEZ/DEM;BEZPP;1138;2.92;0;False;2006
3;SNK Evropští demokraté;30;Kaska Václav;Ing.;29;SNK ED;BEZPP;1283;2.05;28;False;2006
6;Zelení a otevřená společnost;23;Kindlmann Petr;;20;SOS;BEZPP;1820;2.12;20;False;2006
6;Zelení a otevřená společnost;21;Klíma Karel;Ing.;65;SZ;SZ;1901;2.21;18;False;2006
1;Nezávislí pro lidi, pro město;36;Klimasová Eva;;40;NEZ/DEM;BEZPP;731;1.88;0;False;2006
5;Občanská demokratická strana;21;Klimešová Zuzana;Mgr.;31;ODS;ODS;11874;2.23;21;True;2006
4;Komunistická str.Čech a Moravy;4;Klokočková Lea;;44;KSČM;KSČM;3492;2.33;4;True;2006
5;Občanská demokratická strana;7;Kocar Petr;;46;ODS;ODS;12056;2.27;8;True;2006
4;Komunistická str.Čech a Moravy;28;Kočí Leonida;;71;KSČM;BEZPP;3281;2.19;22;False;2006
4;Komunistická str.Čech a Moravy;21;Kolář Miroslav;;58;KSČM;KSČM;3323;2.22;15;False;2006
7;Česká str.sociálně demokrat.;38;Konrád František;Ing.;68;ČSSD;ČSSD;3832;2.11;31;False;2006
6;Zelení a otevřená společnost;18;Korda Josef;;23;SOS;BEZPP;1866;2.17;15;False;2006
1;Nezávislí pro lidi, pro město;44;Kotláriková Anna;;66;NEZ/DEM;BEZPP;589;1.51;0;False;2006
1;Nezávislí pro lidi, pro město;30;Kotlárová Renata;;33;NK;BEZPP;786;2.02;0;False;2006
5;Občanská demokratická strana;45;Kouba Josef;;58;ODS;ODS;9911;1.86;22;False;2006
1;Nezávislí pro lidi, pro město;43;Koubek Miloslav;;60;NK;BEZPP;631;1.62;0;False;2006
6;Zelení a otevřená společnost;41;Koupilová Monika;Ing. DiS.;28;SZ;BEZPP;1589;1.85;38;False;2006
7;Česká str.sociálně demokrat.;27;Kovačičín Karel;Ing.;41;ČSSD;ČSSD;4033;2.22;20;False;2006
